,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
605,606,salted caramel ice,37,1,"ice cookies,frozen desserts fit salted caramel,caramel,salted caramel lean protein fiber,salted","[502,275,,25,651,606]","[,1,19,19,16,,1]","[,37,103,,,3,,36,,37]"
606,607,goober strawberry,88,13,"strawberry lemon ade,zero strawberry lemon,light strawberry,strawberry pomegranate,strawberry pomegranate","[659,,,9,983,132,607]","[,7,16,19,16,13]","[115,120,,,3,120,,88]"
607,608,sparkling lemon seltzer water,115,7,"fruitwaterâ strawberry kiwi sparkling water,sparkling raspberry lemonade water beverage,kiwi strawberry sparkling water,sparkling raspberry seltzer,sparkling","[334,223,,44,456,608]","[7,7,7,7,7]","[115,115,115,,77,115]"
608,609,clarified lime juice,17,13,"coconut lime lip balm,calcium lime rust remover,key lime moisture shave,key lime soda,lime sherbet","[816,957,257,344,609]","[17,11,,7,,1,13]","[114,,55,,77,,37,,17]"
609,610,mac cheezy ravioli for kids,38,1,"raspberry fig bars,vegan shells creamy mac macaroni,up flamin' hot cheezy flavored snack,wild chanterelle mushroom ravioli,three ravioli","[671,422,165,642,610]","[,9,19,,9,,9,,1]","[,,4,107,,12,,12,,38]"
610,611,uncured hard salami,96,20,"olli napoli salami,pear hard cider,sliced kosher salami,uncured turkey bologna,premium deli hard salami","[966,374,110,757,611]","[,5,20,21,20,20]","[,27,,96,100,,96,,96]"
611,612,rice extra long grain enriched,63,9,"extra strength berry,bread healthy grain,enriched unbleached white flour,grain linguine pasta,rice vinegar","[101,300,418,,95,612]","[,3,13,,9,,6,,9]","[112,,17,131,,66,,63]"
612,613,infinity always infinity size 2 super pads wings unscented 16 ct feminine care,126,11,"super berry juice,16 oz cold cups,super enzymes,super plus cardboard applicator unscented tampons,ultra thin super long wings pads","[415,390,411,654,613]","[17,11,11,11,11]","[111,,47,126,126,126]"
613,614,plain dairy probiotic drinkable cashewgurt,100,21,"pomegranate coconut sparkling probiotic drink,oreo cookies and frozen dairy dessert,infant's blend probiotic,plain greek goat,plain fat","[591,113,484,953,614]","[,1,11,16,16,21]","[,37,,70,120,120,100]"
614,615,supreme pretzel crackers,107,19,"traditional water crackers,original minis pretzel chips,creamy supreme buttercream frosting,unsalted pretzel round,pretzel thins parmesan herb crackers","[678,887,532,585,615]","[19,13,19,19,19]","[107,,97,107,,78,107]"
615,616,silken tofu,14,20,"eco pac kamut puffs cereal,creations four,grassmilk,apricots,tofu gluten garlic pepper","[,341,,329,1000,,904,,616]","[,9,16,10,20,20]","[,9,84,18,14,14]"
616,617,mozzarella,21,16,"lemon gingersnap,black currant kombucha,100 natural string mozzarella,precious mozzarella,string mozzarella","[336,505,307,217,617]","[,7,16,16,16,16]","[,31,,21,,21,108,,21]"
617,618,apple sparkling juice beverage,98,7,"all natural 100 apple juice,pasteurized apple juice,premium apple juice,sparkling orange juice prickly pear beverage,sparkling","[792,935,,10,456,618]","[7,7,7,7,7]","[,98,,98,115,,77,,98]"
618,619,spanish peanuts,117,19,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,619]","[14,,9,17,10,19]","[121,,,9,101,,18,117]"
619,620,norwegian salmon oil omega 3s epa dha dietary supplement soft gels 1000 mg,47,11,"vitamin c formula 1000 mg vegetarian tablets,single herbs ginkgo leaf dietary supplement,fiber 4g gummy dietary supplement,vitamin c 1000 mg tropical drink dietary supplement,ultimate omega 1000 mg lemon soft gels","[170,462,366,367,620]","[11,11,11,11,11]","[47,70,47,47,47]"
620,621,98 fat of soup,69,15,"greek 100 calories fat,traditional no fat refried beans,rendered duck fat,non fat on the bottom greek,plain fat","[703,,17,264,953,621]","[15,12,16,16,15]","[,59,,35,120,120,,69]"
621,622,fudge brownies english walnuts,61,19,"apricots,no sugar added the original fudge pops,fudge layer cake,halves pieces walnuts,english muffins","[758,,12,168,116,622]","[,1,,1,13,,3,19]","[,37,119,,17,,93,,61]"
622,623,fun size snacks,45,19,"triple snack size,snack size candy,sprinklez confetti fun toppings,island fruits snacks,original bite size candies natural artificial flavors fun size","[630,,96,256,409,623]","[19,13,19,19,19]","[45,97,50,45,45]"
623,624,chub chorizo,100,21,"creations four,complete health deboned meal and rice cat food,chilpotles adobo,ground turkey chub,chub mackerel","[342,330,118,476,624]","[,8,,6,,1,15,21]","[,41,,30,,34,,95,100]"
624,625,breast nuggets dinosaur shaped,34,1,"lemon gingersnap,black currant kombucha,gravy carrots peas corn mashed potatoes meatloaf nuggets,premium deli oven roasted turkey breast,breaded breast tenders","[336,524,,62,383,625]","[,7,18,20,,1,,1]","[31,92,96,34,34]"
625,626,hearty garden vegetable soup,69,15,"garden strawberry spread,light savory beef barley vegetable soup,elmo vegetable soup,southwestern vegetable soup,vegetable hearty garden soup","[114,684,644,690,626]","[15,15,15,21,15]","[,69,,69,,69,100,,69]"
626,627,low fat honey graham crackers,61,19,"honey protein,honey cinnamon nut thins crackers,plain fat,low sodium turkey,honey maid graham cracker crumbs","[996,953,231,513,627]","[19,16,12,13,19]","[125,120,,49,,17,,61]"
627,628,fresh oj,98,7,"lemon fresh multi surface cleaner,fresh scent dishwasher detergent dawn,artihearts fresh grilled artichokes,garlic herb fresh goat,fresh scent dishwasher cleaner","[186,863,421,,14,628]","[17,,4,16,17,,7]","[,74,123,,21,,74,,98]"
628,629,probiotics women 50 wiser vegetarian capsules,70,11,"zipper bags sandwich 50 ct,vitamin d3 1000 i u vegetable capsules,refried beans vegetarian,vegetarian brown gravy,probiotics high potency capsules","[805,766,711,,88,629]","[11,,6,13,11,11]","[47,30,,5,47,70]"
629,630,snack size candy,45,19,"dark peanut candy,kisses candy,candy original,snack bags,triple snack size","[184,303,274,227,630]","[19,19,17,19,19]","[45,45,87,45,45]"
630,631,original puffcorn,107,19,"original red twists,special k original cereal,classic original hummus,candy original,original turkey","[588,544,303,176,631]","[14,20,19,20,19]","[121,,67,,45,,96,107]"
631,632,satin care sensitive skin shave gel,55,11,"advanced care skin renew anti perspirant deodorant,hydro silk women's sensitive skin refill blades,1000 roses floral toner for sensitive skin,clear natural laundry detergent for sensitive skin,sensitive shave gel aloe","[754,547,204,949,632]","[11,11,17,11,11]","[,55,109,,75,,55,,55]"
632,633,coconut creamer barista style original,91,16,"candy original,style corn,original turkey,coconut drink,coconut","[664,176,670,920,633]","[15,20,16,16,16]","[,81,,96,,91,120,,91]"
633,634,california blend,116,1,"mache blend,pink moscato california,fiber blend,cabernet sauvignon california,california merlot","[713,767,598,837,634]","[2,1,5,5,1]","[,,6,116,,28,,28,116]"
634,635,little bites snickerdoodle muffins,61,19,"chilpotles adobo,sparkling raspberry lemonade water beverage,apricots,nutter cookie bites go pak,english muffins","[,334,1000,,,78,,116,,635]","[,7,10,19,,3,19]","[115,,18,,61,,93,,61]"
635,636,red raspberry jam,88,13,"red food color,red roses,raspberry fig bars,sparkling raspberry seltzer,peanut strawberry jam sandwich","[573,332,,44,100,636]","[17,19,,7,,1,13]","[,87,,,3,115,,38,,88]"
636,637,multigrain peanut cereal,121,14,"smorz cereal,peanut chip,peanut bars,alpha bits multigrain cereal,peanut cereal","[883,985,238,,34,637]","[19,19,14,14,14]","[,,3,,,3,121,121,121]"
637,638,won ton wrappers,66,6,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,638]","[14,,9,17,10,,6]","[121,,,9,101,,18,,66]"
638,639,green berry rush juice drink,98,7,"extra strength berry,rio berry,coconut drink,super berry juice,punch juice drink","[266,670,802,945,639]","[,7,16,,7,,7,,7]","[64,91,31,98,98]"
639,640,spicy tomato basil pasta,9,9,"linguine no 7 pasta,linguine pasta,yellow cherry tomato,tomato paste basil oregano garlic flavor,high fiber tomato basil soup","[424,494,534,104,640]","[,9,,4,15,15,,9]","[131,,83,,81,,69,,,9]"
640,641,cheddar curds,21,16,"skim sharp cheddar singles,shredded mild cheddar,extra sharp cheddar,cheddar chex,sharp cheddar","[781,169,955,121,641]","[16,16,19,16,16]","[,21,,21,125,,21,,21]"
641,642,three ravioli,12,9,"creations four,chilpotles adobo,apricots,mac cheezy ravioli for kids,wild chanterelle mushroom ravioli","[,330,1000,,610,,165,,642]","[,6,10,,1,,9,,9]","[30,18,38,12,12]"
642,643,kidney beans dark premium,30,6,"dark raisins,premium apple juice,spread dark,garbanzo beans,dark red kidney beans","[935,451,790,429,643]","[,7,13,15,15,,6]","[98,88,59,59,30]"
643,644,southwestern vegetable soup,69,15,"vegetable hearty garden soup,southwestern burrito,light savory beef barley vegetable soup,hearty garden vegetable soup,elmo vegetable soup","[261,114,626,684,644]","[,1,15,15,15,15]","[38,69,69,69,69]"
644,645,prenatal one tablets,47,11,"cold remedy quick dissolve tablets cherry flavor,biotin super strength 7500 mcg tablets,cold cough formula effervescent tablets citrus,vitamin c formula 1000 mg vegetarian tablets,kind prenatal once daily","[656,914,715,,91,645]","[11,11,11,11,11]","[47,11,47,47,47]"
645,646,punch,98,7,"eco pac kamut puffs cereal,grassmilk,apricots,100 juice no sugar added punch,punch juice drink","[,329,1000,,289,,945,,646]","[16,10,,7,,7,,7]","[84,18,98,98,98]"
646,647,melanie medleys vegetable,53,16,"vegetable pot pie,roasted vegetable soufflã,elmo vegetable soup,southwestern vegetable soup,vegetable tray","[206,684,644,784,647]","[,1,15,15,,4,16]","[38,69,69,83,53]"
647,648,elbow macaroni,131,9,"raspberry fig bars,deluxe white cheddar bacon macaroni dinner,vegan shells creamy mac macaroni,spongebob shapes macaroni dinner,deluxe made 2 macaroni dinner","[772,671,592,326,648]","[9,9,9,9,9]","[,,4,,,4,,,4,,,4,131]"
648,649,classic coke,77,7,"single classic canned meat,chunky classic noodle soup,classic caraway kraut,classic microwave popcorn,classic original hummus","[928,800,764,544,649]","[15,13,19,20,,7]","[,69,110,,23,,67,,77]"
649,650,pop'n hot vegan broccoli poppers,50,19,"hot tomatillo salsa,vegan shells creamy mac macaroni,cinnamon pop'ettes,multigrain pop cakes,healthy pop popcorn","[671,733,512,,56,650]","[,9,19,19,19,19]","[,,4,,61,107,,23,,50]"
650,651,salted,36,16,"basil daly soap,frozen desserts fit salted caramel,salted caramel lean protein fiber,almonds roasted and salted,salted caramel ice","[502,,25,590,606,651]","[,1,19,19,,1,16]","[,37,,,3,117,,37,,36]"
651,652,garden strawberry spread,88,13,"vegetable hearty garden soup,hearty garden vegetable soup,spread port wine,wild all natural spread,spread dark","[626,702,149,451,652]","[15,16,13,13,13]","[69,,2,88,88,88]"
652,653,flax oat bran wheat flour tortillas,128,3,"wheat loaves,wheat fig,wheat tortillas,100 wheat flour burrito tortillas,fajita flour tortillas","[457,,58,737,705,653]","[14,,3,,3,,3,,3]","[,48,128,128,128,128]"
653,654,ultra thin super long wings pads,126,11,"super berry juice,ultra filtered,ultra thin pastrami,super enzymes,infinity always infinity size 2 super pads wings unscented 16 ct feminine care","[877,403,390,613,654]","[16,20,11,11,11]","[,84,,96,,47,126,126]"
654,655,fettucine paglia fieno enriched egg pasta,131,9,"roasted garlic pasta,rice extra long grain enriched,enriched unbleached white flour,linguine no 7 pasta,linguine pasta","[612,300,972,424,655]","[,9,13,,9,,9,,9]","[,63,,17,131,131,131]"
655,656,biotin super strength 7500 mcg tablets,47,11,"biotin collagen shampoo,super enzymes,prenatal one tablets,biotin 10 000mcg maximum strength,biotin 1000 mcg","[390,645,301,,42,656]","[11,11,11,11,11]","[47,47,47,47,47]"
656,657,nutrition raw pineapple raw protein,3,19,"cayenne lemonade made raw tristate honey,wild forest raw neem honey,raw coconut aminos,protein,raw","[305,742,406,558,657]","[13,13,19,13,19]","[29,72,,3,88,,3]"
657,658,keebler sandies cashew 12 8 oz,61,19,"reg apple cider vinegar 16 fl oz,designer 9 oz paper cups,mixed 12 pack lion's share ale,16 oz cold cups,cashew almondmilk cashewmilk blend","[496,350,415,208,658]","[17,,5,17,16,19]","[111,,27,111,,91,,61]"
658,659,zero strawberry lemon,115,7,"chamomile lemon,light strawberry,strawberry pomegranate,strawberry pomegranate,strawberry lemon ade","[,,9,132,983,399,659]","[16,16,19,,7,,7]","[120,120,,,3,,31,115]"
659,660,foldit flatbreads artisan rosemary olive oil,128,3,"argan oil of morocco renewing weightless healing dry oil hair oil,artisan ciabatta,town house sea salt olive oil flatbread crisps,imported italian solid light tuna pure olive oil,red wine olive oil dressing","[155,683,259,,65,660]","[,1,19,15,13,,3]","[,58,,78,,95,,89,128]"
660,661,sweet lemon rain dance,48,14,"zero strawberry lemon,strawberry lemon ade,sweet buttermilk powder,lemon gingersnap,chamomile lemon","[399,395,331,,97,661]","[,7,13,19,,7,14]","[31,17,61,94,48]"
661,662,ultra concentrated antibacterial hand soap lemon scent dishwashing liquid,74,17,"complete spring water foaming antibacterial hand wash,foaming hand soap kid watermelon,furniture polish lemon scent,ultra antibacterial dish liquid,antibacterial pomegranate tangerine hand soap moisturizer","[224,706,,38,689,662]","[17,17,21,11,17]","[114,114,100,127,,74]"
662,663,pico de gallo,67,20,"creamline wild,eco pac kamut puffs cereal,creations four,grassmilk,apricots","[,340,,341,,329,1000,,663]","[14,,9,16,10,20]","[121,,,9,,84,,18,,67]"
663,664,style corn,81,15,"buffalo style strips,movie theater pop corn,european style spring,spaghetti style pasta,veggie style mini corn dogs","[723,,66,,33,325,664]","[19,,4,,9,,1,15]","[,23,123,131,,42,,81]"
664,665,imitation crabmeat,15,12,"creamline wild,eco pac kamut puffs cereal,creations four,grassmilk,apricots","[,340,,341,,329,1000,,665]","[14,,9,16,10,12]","[121,,,9,,84,,18,,15]"
665,666,wheat loaves,112,3,"100 wheat rigatoni,wheat spanakopita,wheat elbows,wheat fig,wheat tortillas","[360,283,457,,58,666]","[,1,,9,14,,3,,3]","[129,131,,48,128,112]"
666,667,automatic dish packs lemon verbena scent,75,17,"chamomile lemon,automatic toilet bowl cleaner bleach blue rain clean scent pack,ultra antibacterial dish liquid,furniture polish lemon scent,lemon verbena soap","[865,,38,706,835,667]","[17,21,17,11,17]","[114,100,114,,25,,75]"
667,668,liver patã canned cat food,41,8,"tasty treasures cat food variety pack,salmon and tuna formula dry cat food,brown rice formula cat food,sliced entree cat food,cat food premium adult cat formula","[970,597,442,848,668]","[8,8,8,8,8]","[41,41,41,41,41]"
668,669,the santa cruz burrito,38,1,"apricots,vegan santa fe style flour tortilla rolled tacos,fava crisps santa barbara ranch,100 wheat flour burrito tortillas,southwestern burrito","[178,900,737,261,669]","[,1,19,,3,,1,,1]","[,42,107,128,,38,,38]"
669,670,coconut drink,91,16,"coconut chip energy,punch juice drink,lemonade flavor drink,pomegranate coconut sparkling probiotic drink,coconut","[945,763,858,920,670]","[,7,,7,,7,16,16]","[,98,,90,,31,120,,91]"
670,671,vegan shells creamy mac macaroni,4,9,"velveeta shells bold jalapeno,mac cheezy ravioli for kids,deluxe made 2 macaroni dinner,stuffed pasta shells,elbow macaroni","[610,326,533,648,671]","[1,9,1,9,9]","[,38,,,4,,38,131,,,4]"
671,672,double berry cheesecake,37,1,"super berry juice,extra strength berry,mini double ice bars,rio berry,strawberry cheesecake nonfat","[345,997,266,437,672]","[,7,,1,,7,21,,1]","[,64,,37,,64,100,,37]"
672,673,base,69,15,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,673]","[14,,9,17,10,15]","[121,,,9,101,,18,,69]"
673,674,sponge blossoms,114,17,"basil daly soap,apricots,econet recycled bath sponge,euro sponge cloths,sponge mop","[1000,,229,,828,,268,,674]","[10,11,17,17,17]","[,18,109,114,114,114]"
674,675,thin cakes puffed multigrain,78,19,"alpha bits multigrain cereal,multigrain spaghetti style pasta,crackers puffed corn quinoa sesame,multigrain peanut cereal,multigrain pop cakes","[375,310,637,512,675]","[,9,19,14,19,19]","[131,,78,121,107,,78]"
675,676,sunset blush,6,2,"eco pac kamut puffs cereal,creations four,grassmilk,apricots,sparkling blush grape juice","[,341,,329,1000,,167,,676]","[,9,16,10,,7,,2]","[,9,84,18,77,,6]"
676,677,peach aloe vera drink,98,7,"sensitive shave gel aloe,coconut drink,peach mango juice,cucumber witch hazel aloe vera,pomegranate cranberry aloe vera enrich drink","[670,,11,984,,20,677]","[16,,7,11,,7,,7]","[,91,,31,109,,98,,98]"
